-0.154456	-0.279544	0.947628
0.0264682	0.556131	-0.830673
0.310311	-0.176824	0.934045
0.817645	0.415564	-0.398452
0.18224	0.505329	0.843464
0.821933	0.196133	0.534751
-0.124324	0.0766763	0.989275
0.400935	0.201538	-0.893663
0.207797	0.641126	0.738768
-0.0176868	-0.164125	0.986281
-0.37614	-0.922606	-0.0855363
-0.7738	-0.389458	-0.499556
-0.860802	-0.505718	0.0571873
-0.788799	-0.153238	-0.595243
-0.833906	-0.49597	0.242106
0.773585	0.2017	0.600736
-0.523351	-0.725134	-0.447531
-0.257224	0.255181	-0.932051
-0.0358218	-0.185372	-0.982015
0.849388	0.50374	-0.157434
0.33651	0.597999	0.727433
0.138152	-0.495197	0.857726
-0.180531	-0.690021	0.700913
-0.393292	-0.388523	0.83329
0.789371	0.61147	-0.0547632
0.0608534	-0.101639	-0.992958
-0.342207	-0.106998	0.933512
0.461289	0.0499075	-0.885845
0.148301	0.7723	-0.617705
-0.842286	-0.460959	0.279411
-0.261691	0.152726	0.952992
0.558075	0.796919	0.231239
0.717896	0.681376	0.142663
-0.548409	-0.450802	0.70429
0.502998	0.0897871	-0.859611
0.736804	0.627957	0.250578
0.434851	-0.0558373	0.89877
0.293214	0.324719	-0.899212
-0.441619	0.20772	-0.872826
0.869607	0.29346	0.39707
0.383941	0.876514	-0.290365
0.885138	0.383215	-0.263965
-0.62642	-0.738098	-0.250617
0.36982	0.194627	0.90849
-0.498668	-0.811941	0.303452
0.139454	0.782735	-0.60653
0.0759973	0.518879	0.851463
0.157367	-0.150002	-0.976081
-0.736525	-0.67252	0.0724436
-0.406415	-0.589536	-0.69805
-0.791871	-0.433413	-0.430225
-0.486793	-0.185239	0.85365
-0.134335	0.399833	-0.906691
-0.421617	-0.121525	-0.898594
-0.407846	-0.812962	0.415637
-0.746107	-0.657643	0.104068
0.153058	-0.432662	0.888469
-0.361782	-0.744084	-0.561652
0.605189	0.746503	0.276548
0.829112	0.552304	0.0867939
0.159395	0.25493	-0.953732
0.475061	0.837877	0.268848
0.293438	-0.133218	-0.94665
-0.916705	-0.342708	-0.205436
-0.11528	-0.0549817	0.99181
-0.695919	-0.644857	0.316
-0.369066	-0.905149	0.21094
0.282655	0.318616	0.90476
0.245352	0.663378	0.706917
0.793499	0.307995	-0.524879
0.502528	0.465508	0.728538
0.737592	0.609546	-0.290537
-0.317803	0.0615266	-0.946158
-0.170053	-0.814515	0.55466
0.642874	0.256915	-0.721601
0.350347	0.816712	-0.458517
0.750816	0.233909	0.617707
0.657383	0.484683	-0.577002
-0.449621	-0.882758	-0.136308
-0.543634	-0.301486	0.783306
-0.616891	-0.346155	0.70684
0.797872	0.549068	-0.248848
-0.8031	-0.315118	0.505699
0.153933	0.785277	-0.599704
-0.111953	-0.768169	0.630383
0.0273161	-0.411189	-0.911141
0.302628	-0.238597	0.922761
-0.596557	-0.343189	0.725494
0.465206	0.879124	0.103559
0.637013	0.769771	-0.0408292
0.359164	0.551605	0.752817
-0.865082	-0.415298	-0.281355
0.420525	0.634108	-0.648896
0.255657	-0.181756	-0.949528
0.318427	0.90933	-0.267812
0.142212	0.764959	-0.628182
0.480696	0.705916	0.520206
0.756048	0.112841	0.644715
0.794678	0.445589	-0.412235
0.337063	0.902002	-0.269779
0.275839	0.773036	-0.571251
0.612423	0.589757	-0.526427
-0.529861	-0.507442	-0.679522
-0.281605	-0.620928	0.731538
0.12694	0.500336	0.856476
-0.628847	-0.180291	0.756338
0.643376	0.316117	0.697236
0.919491	0.391963	0.0300169
0.49887	0.49338	0.712535
-0.82492	-0.561674	-0.0634738
