Sample: newVertex/00a_newVertex/bdm_m05_b1p1_00a
SigStrength	NegCosCut	PosCosCut	bestEff	BkgExpect	BkgError	CVNCut	BDTCut
1797331.3861711356	0.5	0.5	0.0004989725613441315	31274.55695818415	176.84613922329248	0.2
1782418.351158152	0.5	0.5	0.0004989725613441315	30750.34055732622	175.35775020604655	0.2235294117647059
1768358.0291250586	0.5	0.5	0.0004989725613441315	30260.155367821455	173.95446348921735	0.24705882352941178
1755017.2993271807	0.5	0.5	0.0004989725613441315	29798.697824264156	172.62299332436615	0.2705882352941177
1742189.1142518765	0.5	0.5	0.0004989725613441315	29358.312482541955	171.3426756022619	0.29411764705882354
1729712.579709178	0.5	0.5	0.0004989725613441315	28933.143322519398	170.0974524280696	0.3176470588235294
1717562.6968884063	0.5	0.5	0.0004989725613441315	28522.085434736975	168.8848289063792	0.3411764705882353
1705662.6180420066	0.5	0.5	0.0004989725613441315	28122.329192283338	167.69713531328833	0.3647058823529412
1693983.0237211937	0.5	0.5	0.0004989725613441315	27732.722332436413	166.5314454763316	0.38823529411764707
1682197.6821912131	0.5	0.5	0.0004989725613441315	27342.342035967828	165.3551996036648	0.4117647058823529
1670538.8792135827	0.5	0.5	0.0004989725613441315	26958.875315831658	164.19158113567107	0.43529411764705883
1659732.4598910077	0.5	0.5	0.0004987308110721624	26579.686173745904	163.032776378696	0.4588235294117647
1647875.2622899949	0.5	0.5	0.0004987308110721624	26195.39866372552	161.8499263630525	0.4823529411764706
1635894.3487310642	0.5	0.5	0.0004987308110721624	25809.943106562216	160.65473259932998	0.5058823529411764
1623678.7684848243	0.5	0.5	0.0004987308110721624	25419.878498510636	159.4361267044287	0.5294117647058824
1611222.0995985945	0.5	0.5	0.0004987308110721624	25025.17327072908	158.19346785101172	0.5529411764705883
1598397.1135081218	0.5	0.5	0.0004987308110721624	24622.023377792633	156.91406367114655	0.5764705882352941
1585160.6607556597	0.5	0.5	0.0004987308110721624	24209.371263504334	155.5936093273253	0.6000000000000001
1571510.895857121	0.5	0.5	0.0004987308110721624	23787.485263018632	154.23192037648573	0.6235294117647059
1558024.266708292	0.5	0.5	0.0004984890608001934	23351.25122398005	152.81116197444496	0.6470588235294117
1543087.9970975127	0.5	0.5	0.0004984890608001934	22898.30148326104	151.32184734287722	0.6705882352941177
1527509.2447618134	0.5	0.5	0.0004984890608001934	22430.59330904704	149.76846566966972	0.6941176470588235
1512483.1540055242	0.5	0.5	0.0004980055602562553	21940.692239117576	148.12390839806238	0.7176470588235293
1495778.9774507019	0.5	0.5	0.0004977638099842863	21429.324356831763	146.38758265929445	0.7411764705882353
1477069.5348840216	0.5	0.5	0.0004977638099842863	20887.397835779848	144.5247308794583	0.7647058823529411
1457709.186999326	0.5	0.5	0.0004975220597123171	20313.823550923167	142.52657138556012	0.7882352941176471
1437389.5437301495	0.5	0.5	0.000497038559168379	19702.429793709267	140.3653439909911	0.8117647058823529
1412959.7461831956	0.5	0.5	0.000497038559168379	19026.461970796958	137.93644177952743	0.8352941176470587
1385537.2204843843	0.5	0.5	0.000497038559168379	18281.73721066093	135.20997452355698	0.8588235294117648
1356395.0565667409	0.5	0.5	0.0004960715580805029	17437.239126330416	132.0501386834956	0.8823529411764706
1320010.9777417567	0.5	0.5	0.0004953463072645956	16447.587507860928	128.24814816542548	0.9058823529411764
1276798.459295345	0.5	0.5	0.0004931705548168742	15230.166696522214	123.41056152745685	0.9294117647058824
1214628.3127825458	0.5	0.5	0.0004907530520971836	13616.49378415862	116.68973298520577	0.9529411764705882
1115944.7291738295	0.5	0.5	0.00048422579475401907	11139.586679915255	105.54424039195723	0.9764705882352942
 ======= BEST CUTS ========
1115944.7291738295	0.5	0.5	0.00048422579475401907	11139.586679915255	105.54424039195723	0.9764705882352942

